,index,genre,filename,year,old_index,source1,source2,sentence1,sentence2,score
2765,,,,,,,,"One, Capt. Doug McDonald, remained hospitalized in critical condition on Thursday.","Her 20-year-old sister, Allyson, was severely burned and remained hospitalized in critical condition.",1.0
9425,3622.0,main-news,deft-news,2014,172,none,none,naeem m. smuggled 10 kilograms (22 pounds) of heroin.,the defendants smuggled more than 11 kilograms (24 pounds) of heroin.,2.4
11824,,,SMTeuroparl,2012test,,,,That provision could open the door wide to arbitrariness.,This point of the regulation opens the door to the arbitrary.,5.0
1857,,,,,,,,Police warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night.,Police advised residents Friday not to travel alone to convenience stores and to be watchful.,1.0
1000,,,,,,,,"Intel sells the current top Pentium for US$637 in quantities of 1,000.",Intel's current Pentium 4 chips have 512K bytes of cache.,1.0
389,,,,,,,,"Jack Ferry, company spokesman, said a search is ongoing but would not comment on the status.",Company spokesman Jack Ferry said a search is ongoing but declined comment on its status.,5.0
6670,867.0,main-captions,MSRvid,2012train,546,none,none,A dog is pawing at a fly in the carpet before it.,The dog played with a bug on the carpet.,3.6
1478,,,,,,,,Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.,Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.,5.0
2242,,,,,,,,"Massachusetts is one of 12 states that does not have the death penalty, having abolished capital punishment in 1984.","Massachusetts is one of 12 states without the death penalty, having abolished it in 1984.",5.0
14793,,,OnWN,2014,,,,"economic term: raise economic demand, expand the money supply, or raise prices to experience reflation","economics: raise demand, expand the money supply, or raise prices, after a period of deflation.",4.8
8672,2869.0,main-news,MSRpar,2012test,638,none,none,Gen. Sattler heads a Combined Joint Task Force based on ship in the Gulf of Aden and the Indian Ocean.,General Sattler heads a Combined Joint Task Force aboard the command ship Mount Whitney.,3.6
993,,,,,,,,He arrives later this week on the first state visit by a US President.,Mr Bush arrives on Tuesday on the first state visit by an American President.,5.0
7483,1680.0,main-captions,images,2015,538,none,none,A young girl is sitting on Santa's lap.,A little girl is sitting on Santa's lap,4.8
5001,,,,,,,,"Washington is wary of involvement, given its commitments in Afghanistan and Iraq.",The United States is wary of deep involvement in Liberia given commitments in Afghanistan and Iraq.,5.0
3926,,,,,,,,"But at age 15, she'd reached 260 pounds and a difficult decision: It was time to try surgery.","But at the age of 15, she weighed a whopping 117kg and came to a difficult decision: it was time to try surgery.",5.0
2975,,,,,,,,"Prior to joining Kodak, Palumbo worked for Procter & Gamble Corp., where he managed products such as Folgers and Pantene shampoo.","Prior to joining Eastman Kodak, Mr. Palumbo held senior marketing positions for Procter & Gamble.",1.0
7271,1468.0,main-captions,images,2014,702,none,none,a black and white photo of cows in their stalls.,A black and white photo of cattle at a trough.,3.2
12098,,,surprise.SMTnews,2012test,,,,"This is a clear if implicit repudiation of Mubarak, the sole ruler for 24 years.","This is an implicit but clear repudiation of Mubarak, only Head of State for 24 years.",4.6
4773,,,,,,,,"Inamed shares closed down nearly 12 percent on Nasdaq, where it was one of the top percentage losers.","Inamed shares dropped as much as about 16 percent on Nasdaq, where it was one of the top percentage losers.",5.0
1295,,,,,,,,"Mr. Suen said this evening, after the ruling, that Hong Kong's cabinet would meet ""very soon"" to decide whether to resume construction.","Michael Suen, the secretary for housing, planning and lands, said after the ruling that Hong Kong's cabinet would meet ""very soon"" to decide whether to resume construction.",5.0
15331,,,OnWN,2014,,,,the foremost part of something,the greatest possible degree of something.,2.6
4177,,,,,,,,"In recent years, he served on the faculty of the Manhattan School of Music.",Mr. Istomin was on the piano faculty of the Manhattan School of Music and participated in Professional Training Workshops at Carnegie Hall.,1.0
2537,,,,,,,,"The council comprises 13 Shi'ites, five Sunni Arabs, five Kurds, an Assyrian Christian and a Turkmen.","The council includes 13 Shiites, five Kurds, five Sunnis, one Christian and one Turkoman.",5.0
14780,,,OnWN,2014,,,,fetching something from a source,act of getting or draining something such as electricity or a liquid from a source.,2.8
1909,,,,,,,,"For the weekend, the top 12 movies grossed $157.1 million, up 52 percent from the same weekend a year earlier.","The overall box office soared, with the top 12 movies grossing $157.1 million, up 52 percent from a year ago.",5.0
13224,,,surprise.OnWN,2012test,,,,fail or suffer failure,"suffer failure, as in some enterprise.",4.0
15577,,,tweet-news,2014,,,,"More reason to review a more progressive pro-domestic tax structure ""America's Productivity Climbs, but Wages Stagnate""","News Analysis: America?s Productivity Climbs, but Wages Stagnate",3.6
9127,3324.0,main-news,MSRpar,2012train,574,none,none,"Ricky Clemons' brief, troubled Missouri basketball career is over.","Missouri kicked Ricky Clemons off its team, ending his troubled career there.",4.0
6095,292.0,main-captions,MSRvid,2012test,438,none,none,A badger is burrowing a hole.,A badger is digging the earth.,4.6
8170,2367.0,main-forum,deft-forum,2014,367,none,none,"Ha, ha, ha, ha, ha, ha!","Ah ha, ha, ha, ha, ha!",5.0
1153,,,,,,,,Hidalgo County Judge Ramon Garcia remembers how he and his friends used to have to sneak around the school yard to speak Spanish.,"Hidalgo County Judge Ramon Garcia says when he was growing up, he wasn't allowed to speak Spanish at school.",5.0
1569,,,,,,,,"Common side effects include nasal congestion, runny nose, sore throat and cough, the FDA said.","The most common side effects after getting the nasal spray were nasal congestion, runny nose, sore throat and cough.",5.0
3174,,,,,,,,"Privately-held GeCAD Software, founded in 1992, has supplied antivirus and security products since 1994 under the name RAV AntiVirus.","GeCAD, founded in 1992 and based in Bucharest, provides anti-virus, anti-spam and content-filtering products under the name RAV AntiVirus.",5.0
10398,4595.0,main-news,headlines,2014,306,none,none,Obama holds talks over Syria action,Cameron loses parliamentary vote on Syria military action,1.4
7584,1781.0,main-captions,images,2015,855,none,none,A white dog running on sand.,A white dog runs on the sand.,5.0
4164,,,,,,,,The suspects are expected to turn themselves in to Pennsylvania authorities within the next few days.,"The boys are expected to surrender voluntarily to Pennsylvania authorities within the next several days, Zimmer said.",5.0
4291,,,,,,,,"She was physically ill several times on the day he died, she said.","""In fact, I was physically sick several times at this stage, because he looked so desperate,"" she said.",1.0
2232,,,,,,,,"The technology-laced Nasdaq Composite Index dipped 0.08 of a point to 1,646.","The technology-laced Nasdaq Composite Index <.IXIC> added 1.92 points, or 0.12 percent, at 1,647.94.",1.0
174,,,,,,,,"Powell recently changed the story, telling officers that Hoffa's body was buried at his former home, where the search was conducted Wednesday.","Powell changed the story earlier this year, telling officers that Hoffa's body was buried at his former home, where the aboveground pool now sits.",1.0
1905,,,,,,,,"Also arrested Friday was Claudia Carrizales de Villa, 34, a Mexican citizen who lives in Harlingen.","Also arrested Friday was Claudia Carrizales de Villa, 34, a citizen of Mexico residing in the border city of Harlingen, Texas.",5.0
9940,4137.0,main-news,headlines,2013,482,none,none,Microsoft's Surface a big bet on future: Analysts,"Microsoft's Surface tablet promising, but questions remain",3.8
9324,3521.0,main-news,deft-news,2014,71,none,none,tirana is the capital of,abuja is the capital of,1.0
13702,,,surprise.OnWN,2012test,,,,"Be reflected as heat, light, or shock waves;.","be reflected as heat, sound, or light or shock waves.",4.4
3412,,,,,,,,"The Iranian refugee who sewed up his eyes, lips and ears in protest at the handling of his asylum claim has won his fight to remain in Britain.","An Iranian Kurd who stitched up his eyes, lips and ears in protest at being refused asylum has been granted refugee status.",5.0
1540,,,,,,,,The elderly and those with weakened immune systems are also urged to protect against mosquito bites.,"But for the elderly and those with weakened immune systems, it can be fatal.",1.0
2294,,,,,,,,The House and Senate are expected to vote on the omnibus bill in the next two months.,The House Republican leadership said it expected to call members back Dec. 8 for a vote on the omnibus bill.,1.0
10211,4408.0,main-news,headlines,2014,78,none,none,Daily Press Briefing: South Sudan,Daily Press Briefing: Syria,1.2
1365,,,,,,,,"As a result of the decision, Brown said CareFirst subscribers won't have access to Blue Cross Blue Shield nationwide and to international service providers.","But if the trademark is withdrawn, subscribers won't have access to Blue Cross Blue Shield nationwide and international service providers.",5.0
